Epoch	ACC_Train	ACC_Val	ACC_Test_Seen	ACC_Test_Unseen	P_Train	P_Val	P_Test_Seen	P_Test_Unseen	R_Train	R_Val	R_Test_Seen	R_Test_Unseen	F1_Train	F1_Val	F1_Test_Seen	F1_Test_Unseen	AUC_Train	AUC_Val	AUC_Test_Seen	AUC_Test_Unseen	MCC_Train	MCC_Val	MCC_Test_Seen	MCC_Test_Unseen
11	0.9372662798194713	0.9427860696517413	0.9514096185737977	0.6055979643765903	0.948431038676721	0.9751958224543081	0.9874866879659212	0.5680473372781065	0.9538494747445676	0.9372647427854455	0.9378002528445006	0.9552238805970149	0.9511325398021194	0.9558541266794627	0.962002334327584	0.7124304267161411	0.9847919078288326	0.993413380862832	0.9962934823998905	0.723368314676617	0.8635751973195954	0.8760626461741782	0.8970494631504341	0.28068162579336653
12	0.942893985447177	0.9522388059701492	0.945771144278607	0.6259541984732825	0.9522135528308897	0.9930648172846093	0.9929347826086956	0.5818181818181818	0.9589005612318319	0.9342534504391468	0.9238938053097345	0.9552238805970149	0.9555453580749707	0.9627618308766485	0.9571709233791748	0.7231638418079096	0.9870770219362505	0.9957361499265276	0.9967685863555359	0.7234881581674959	0.8757671431012285	0.89961029736834	0.8878021106908932	0.32218445076386654
13	0.9471216726535876	0.9565505804311775	0.9512437810945273	0.6106870229007634	0.9559166392516413	0.9884544738913671	0.9900937081659973	0.5714285714285714	0.9617355015110087	0.9452948557089084	0.9350189633375474	0.9552238805970149	0.9588172420966551	0.9663930220625963	0.9617685305591677	0.7150837988826816	0.9887037325827461	0.9961359376390069	0.9969101792758899	0.7369717817164179	0.8849993532400762	0.9068401949080994	0.8974367275794604	0.29131944372457985
14	0.9487703785576126	0.9504145936981758	0.9505804311774461	0.6152671755725191	0.9566024798582938	0.9901595744680851	0.9919289749798225	0.5758683729433273	0.9636782270830335	0.9342534504391468	0.9322376738305942	0.9402985074626866	0.96012731730397	0.9613944480309878	0.9611574556830031	0.7142857142857143	0.9897154183948471	0.9958464658115856	0.9973767535375382	0.7392862510364843	0.8885444154024997	0.8952112900971396	0.8966784087016264	0.29002328736688116
15	0.950796721009487	0.9560530679933665	0.9585406301824212	0.6106870229007634	0.9583309517004859	0.9879328436516265	0.9891734882492739	0.5701754385964912	0.9650885019427256	0.9450439146800502	0.9471554993678888	0.9701492537313433	0.9616978561697856	0.9660125689367707	0.967708602428313	0.718232044198895	0.990845072735663	0.9967132860697051	0.99712512756462	0.7316292236733002	0.8929651378992284	0.9057191037186985	0.9115603792184234	0.30422529343451854
16	0.9525467440361057	0.9600331674958541	0.9615257048092869	0.6106870229007634	0.9593865135806701	0.985981308411215	0.9905138339920949	0.5727272727272728	0.9667865879982731	0.9530740276035132	0.9504424778761061	0.9402985074626866	0.9630723357894435	0.9692484369018758	0.9700645161290323	0.711864406779661	0.9918397295959317	0.9965244360729263	0.9976499474509923	0.7099603544776119	0.8967556355257524	0.913299001834316	0.9178307618791833	0.28056101580324866
17	0.9546467716680482	0.9550580431177446	0.9507462686567164	0.6183206106870229	0.9609881479365986	0.9973219068023568	0.9972811310494835	0.5765765765765766	0.9684558929342352	0.934504391468005	0.9274336283185841	0.9552238805970149	0.9647075688073394	0.9648918253659801	0.9610900039303026	0.7191011235955056	0.9928090140728479	0.9963782889993956	0.9973902791951624	0.6940064002902155	0.9013257996406828	0.9063387955942283	0.8986239290389187	0.3069347804108289
18	0.9552730956986276	0.9587064676616915	0.9600331674958541	0.5877862595419847	0.9616318601262749	0.9877284595300261	0.9886842105263158	0.5565217391304348	0.9687724852496762	0.9493099121706399	0.949936788874842	0.9552238805970149	0.9651889659918563	0.9681381957773512	0.9689232753062541	0.7032967032967032	0.9931356633937595	0.9967446997143936	0.9973213105265564	0.6976102560116086	0.9026978008968561	0.9109917146098355	0.9144369387212667	0.24173162661775974
19	0.9567836418900248	0.9548922056384743	0.9598673300165838	0.6030534351145038	0.9624200730760447	0.9884240989213365	0.9938813514232508	0.5663716814159292	0.9703698373866744	0.9427854454203263	0.9446270543615677	0.9552238805970149	0.96637860613096	0.9650655021834063	0.9686284677210267	0.711111111111111	0.9937689761698517	0.9963364450429943	0.9976677379556151	0.7114812655472638	0.9059666650737765	0.9035320624700167	0.9153174871551235	0.27528825504455057
20	0.9562954775720733	0.9582089552238806	0.9582089552238806	0.6030534351145038	0.9614951459078792	0.9879738562091503	0.9941286362423272	0.5663716814159292	0.970585695783566	0.9483061480552071	0.9418457648546145	0.9552238805970149	0.9660190350695017	0.9677336747759283	0.9672812256556738	0.711111111111111	0.9939969691448427	0.9965187914336464	0.9977086804868018	0.6946135209369817	0.9048780126801352	0.9100468070046885	0.9121172706997324	0.27528825504455057
21	0.9589573547020356	0.9645107794361526	0.9633499170812604	0.5877862595419847	0.964289793820321	0.9821017642546663	0.9861979166666667	0.5555555555555556	0.9718664556051231	0.9638644918444166	0.9575221238938053	0.9701492537313433	0.9680633000301019	0.9728976697061803	0.9716484926234766	0.7065217391304347	0.9945778616924329	0.9971718516564256	0.997541132926142	0.7051146610696517	0.9107080145247878	0.921857389854608	0.9206640741785459	0.25507174829450374
22	0.959371833839919	0.961028192371476	0.96318407960199	0.5954198473282443	0.9637172051132235	0.9773421588594705	0.9872096058470373	0.5603448275862069	0.9731616059864728	0.9633626097867001	0.9562579013906447	0.9701492537313433	0.968416379662182	0.970302034626564	0.9714872848702799	0.7103825136612022	0.994960903927474	0.9963719081028183	0.9974253727933224	0.7072641998341626	0.9115737313531646	0.9138436064601763	0.920511556667943	0.2720112093303738
23	0.958911301464493	0.9621890547263682	0.960530679933665	0.594910941475827	0.9628332692773056	0.9820374647164486	0.9853747714808044	0.5600229753015509	0.9733774643833645	0.9603513174404015	0.9539823008849557	0.9701492537313433	0.9680766560994984	0.9710733316417153	0.9694244604316546	0.710123816460306	0.9949351485814252	0.9967140223270026	0.9973605471189435	0.7030779695273632	0.9105513110864628	0.9169974955944684	0.9147589697664994	0.2709009810111887
24	0.9600073685180068	0.9623548922056385	0.9626865671641791	0.5801526717557252	0.9639774378258269	0.9713998996487707	0.9806701030927835	0.5508474576271186	0.9739099150956972	0.9716436637390213	0.9620733249051833	0.9701492537313433	0.968918222425839	0.9715217664032116	0.971282705807275	0.7027027027027026	0.9952827205537406	0.9968098584852121	0.9973862580537066	0.7136275652985075	0.9129503001847348	0.9160070358918155	0.9183849734082621	0.23745276140710989
25	0.9603850050658561	0.9633499170812604	0.9704809286898839	0.5491094147582697	0.9638399908924022	0.9626352015732547	0.9713002246069379	0.5324959038776624	0.9746726147647143	0.9826850690087829	0.984070796460177	0.9701492537313433	0.9692260358755304	0.9725568111262883	0.97764380808842	0.6875881523272215	0.9953842634809865	0.9965050479640952	0.9977263491386532	0.7125592091625207	0.9137596923348963	0.9178624928182603	0.9343860125113586	0.15563074146950098
26	0.9606152712535692	0.9585406301824212	0.9621890547263682	0.5989821882951654	0.9638132627805752	0.9753117841689998	0.9801597526410719	0.5637110980622431	0.975075550438912	0.9616060225846926	0.9618204804045511	0.9552238805970149	0.969411697378963	0.9684104119282284	0.9709035222052067	0.7090103397341211	0.9955168508741787	0.9964576820779636	0.9975450322148265	0.6873188743781095	0.9142558611059877	0.9083125025796973	0.9172733602175532	0.26654831675791035
27	0.9605968499585521	0.9572139303482587	0.9628524046434495	0.594910941475827	0.9639046182739095	0.970462004544307	0.9821659343499612	0.5600229753015509	0.9749460354007771	0.9646173149309912	0.9608091024020228	0.9701492537313433	0.9693938873626373	0.9675308331235842	0.9713701431492843	0.710123816460306	0.9956390150538217	0.9961662468977491	0.9975285820906888	0.7068029643449419	0.9142186607497665	0.9048552895901889	0.9189581367374425	0.2709009810111887
28	0.9609468545638759	0.9600331674958541	0.9651741293532339	0.549618320610687	0.9636603945199249	0.9622222222222222	0.9708322856424441	0.5327868852459017	0.975780687868758	0.9779171894604768	0.9762326169405815	0.9701492537313433	0.9696826690691721	0.9700062227753579	0.9735249621785174	0.6878306878306879	0.9956772369403462	0.9965628441619397	0.9972170045542474	0.6681145055970149	0.9149685494026806	0.9104095937098367	0.9226843033872857	0.15715413791015562
29	0.9619323938472875	0.9628524046434495	0.9751243781094527	0.5572519083969466	0.9640711759944331	0.9635198422479665	0.9769365755828529	0.5365853658536586	0.9769319326521801	0.9809284818067754	0.9853350189633375	0.9850746268656716	0.9704589477295632	0.9721462322805272	0.9811178247734139	0.6947368421052631	0.9958552322941248	0.9961725050847771	0.9977903218436324	0.7177071672885572	0.9171112742285852	0.9167414677233706	0.9447509162923244	0.19716511919771457
30	0.9617205489545915	0.9635157545605307	0.9723051409618574	0.549618320610687	0.9637300550792118	0.9612839990198481	0.972790813779331	0.532258064516129	0.9769607137717657	0.9844416562107905	0.9853350189633375	0.9850746268656716	0.970300284419798	0.9727250185965782	0.9790227358372063	0.6910994764397906	0.9959478851474252	0.9967698551720541	0.997571230560675	0.7035679674543946	0.9166457941172369	0.9182587798328826	0.9384526952047	0.17519812313754454
31	0.962650824352952	0.9638474295190713	0.9761194029850746	0.5343511450381679	0.9646250195265348	0.9577156743620899	0.969450603596945	0.5238095238095238	0.9774931644840984	0.9889585947302384	0.9949431099873578	0.9850746268656716	0.9710164609347638	0.9730864197530865	0.9820314449713002	0.6839378238341969	0.9960853919542189	0.9967167219370929	0.9976010844896654	0.6602381322553896	0.9186788657499891	0.919176544201804	0.947167000733105	0.12411735281897093
32	0.9627889840655798	0.9638474295190713	0.972636815920398	0.5267175572519084	0.9641448954698891	0.9550616090843199	0.9662893700787402	0.52	0.9782414735933228	0.991969887076537	0.9929203539823008	0.9701492537313433	0.9711420326295037	0.9731659281142295	0.9794238683127572	0.6770833333333334	0.9961327544974918	0.9964168197979587	0.9973512253819322	0.721419206053068	0.9189719205373984	0.9193904945295298	0.9393875860832187	0.07806745393045733
33	0.9627613521230542	0.9621890547263682	0.9713101160862355	0.5419847328244275	0.964182873030058	0.9562788438183143	0.9666831194471865	0.528	0.9781551302345661	0.9879548306148055	0.9903919089759797	0.9850746268656716	0.9711187467407689	0.9718588002962233	0.9783939053328339	0.6875	0.9960500198256841	0.9965887358768978	0.9972747627678857	0.7279795035240464	0.9189123145959375	0.9154279616252318	0.9363362944732495	0.15111628582252812
34	0.9630929354333609	0.9630182421227197	0.9759535655058044	0.5419847328244275	0.9645436358734978	0.9561105722599418	0.9701382033563672	0.528	0.9782990358324939	0.9894604767879548	0.9939317319848293	0.9850746268656716	0.9713726414757342	0.9724996917005796	0.9818908455101786	0.6875	0.9961760745749152	0.9965670162866249	0.9977209876167121	0.6834625051824212	0.9196374492109657	0.917363924434693	0.9467454426628281	0.15111628582252812
35	0.9632034632034632	0.9635157545605307	0.9665008291873963	0.5572519083969466	0.9639573268350736	0.9681671226063169	0.9754243729414745	0.5371900826446281	0.9791192977406821	0.9769134253450439	0.9734513274336283	0.9701492537313433	0.9714791572965525	0.9725206095428429	0.9744368514300176	0.6914893617021276	0.9962608058080122	0.9967303426970946	0.9974399951258891	0.6827350228026534	0.9198723324967774	0.9183386430246161	0.9258599388631409	0.17911835397090475
36	0.9633508335635995	0.9650082918739635	0.975787728026534	0.5343511450381679	0.9643996427204288	0.9520843315764255	0.9669036528560921	0.5238095238095238	0.9788746582242049	0.9972396486825597	0.9972187104930468	0.9850746268656716	0.9715832398963028	0.9741389876210319	0.9818272342544188	0.6839378238341969	0.996328159924633	0.9966265304181634	0.9975422296010845	0.6847082296849087	0.920196752398618	0.9225031862826097	0.9466001239159293	0.12411735281897093
37	0.9632034632034632	0.9638474295190713	0.9747927031509122	0.5343511450381679	0.9636945471022188	0.9557222356641665	0.9666257668711656	0.5238095238095238	0.9794071089365376	0.9912170639899623	0.9959544879898862	0.9850746268656716	0.9714872995368025	0.9731460950973145	0.9810709838107098	0.6839378238341969	0.9962893186695934	0.9965911900678891	0.9977261054331105	0.7074419568822554	0.9198709000640899	0.919329541588231	0.9443229818166892	0.12411735281897093
38	0.9639495256516533	0.9640132669983417	0.9756218905472637	0.5343511450381679	0.9649461145774249	0.9552924117931367	0.9694280078895463	0.5238095238095238	0.9792488127788171	0.991969887076537	0.9941845764854614	0.9850746268656716	0.9720448539390044	0.9732857318724608	0.9816502309324678	0.6839378238341969	0.9963335156947687	0.9961401097636922	0.9975881680958981	0.6826765910033168	0.9215047043757995	0.9197574475470643	0.9460289952141278	0.12411735281897093
39	0.9641890024868748	0.9646766169154228	0.9729684908789387	0.5419847328244275	0.9643929097293011	0.9571013087736306	0.9686109738012852	0.528	0.9802417614045187	0.9909661229611041	0.990897597977244	0.9850746268656716	0.9722527511739769	0.9737393662926889	0.9796275465566805	0.6875	0.9964723621345337	0.9965865271050055	0.997644829634594	0.6742650031094528	0.9220238750002219	0.9211488161802583	0.9400219158577097	0.15111628582252812
40	0.9641153173068067	0.9626865671641791	0.9736318407960199	0.5267175572519084	0.9640078096262131	0.9510556621880998	0.9636052760136785	0.5196850393700787	0.9805439631601669	0.9947302383939775	0.9974715549936789	0.9850746268656716	0.9722055760066204	0.9724027965166196	0.9802459932910921	0.6804123711340206	0.9964935176935393	0.9968070361655719	0.9976846754908383	0.70090510986733	0.9218627237948084	0.9171025522039279	0.9419096052318852	0.0928242230192528
41	0.9652298056553376	0.9671641791044776	0.9739635157545605	0.5267175572519084	0.9646205404488185	0.9576988155668359	0.9652131308182264	0.5196850393700787	0.9816808173837962	0.9942283563362609	0.9962073324905183	0.9850746268656716	0.9730759081086093	0.9756217680374292	0.9804653477665796	0.6804123711340206	0.9964999962071963	0.9967196669662824	0.9976110764169193	0.6785655058043119	0.9242994525600735	0.9269177339003144	0.9425259739515888	0.0928242230192528
42	0.9645390070921985	0.9648424543946932	0.9751243781094527	0.5343511450381679	0.9647540287178906	0.9557864218410244	0.9707993071022024	0.5238095238095238	0.9804144481220319	0.9927227101631116	0.9919089759797725	0.9850746268656716	0.9725211979330232	0.9739044805514524	0.9812406203101551	0.6839378238341969	0.9965678816845587	0.9966859218401525	0.9976969826207485	0.7003700248756219	0.922788704052755	0.9216555783097652	0.9448249803116188	0.12411735281897093
43	0.9646034816247582	0.9626865671641791	0.9749585406301824	0.5343511450381679	0.9643104692119446	0.9508393285371702	0.9666339548577036	0.5238095238095238	0.9810044610735358	0.9949811794228356	0.9962073324905183	0.9850746268656716	0.9725858342309696	0.9724095646842428	0.981197858299091	0.6839378238341969	0.9965531328337045	0.9969804247591058	0.9978101229189831	0.6857317578772802	0.9229297580983926	0.9171313974122322	0.9447053721342813	0.12411735281897093
44	0.964990328820116	0.9650082918739635	0.9759535655058044	0.5343511450381679	0.9649890281022157	0.954260953298026	0.9680589680589681	0.5238095238095238	0.9808893365951935	0.9947302383939775	0.9962073324905183	0.9850746268656716	0.9728742194469224	0.9740754392431502	0.9819314641744548	0.6839378238341969	0.9966299420783651	0.9967854392848489	0.9976784609994973	0.6854762645107795	0.9237746177074089	0.9222132485625271	0.9468861589096957	0.12411735281897093
45	0.9651929630653034	0.9683250414593698	0.9764510779436153	0.5419847328244275	0.9644346437103317	0.9575494452484322	0.9690036900369003	0.528	0.981824722981724	0.9962358845671268	0.9959544879898862	0.9850746268656716	0.973051992041816	0.9765096544090518	0.9822942643391521	0.6875	0.9966124368166785	0.9966542627763648	0.9977055123147457	0.6862146299751243	0.9242198579356995	0.9296711248257931	0.9479597832445326	0.15111628582252812
46	0.9651284885327438	0.9585406301824212	0.9737976782752902	0.5488549618320611	0.9649306538352674	0.9549330085261876	0.9702749566509784	0.5318291700241741	0.981177147791049	0.9836888331242158	0.9903919089759797	0.9850746268656716	0.9729860863360684	0.9690976514215079	0.9802302302302301	0.6907378335949763	0.9966186406282475	0.9964207465035447	0.9976283795104565	0.7000273372719734	0.9240766421635498	0.9070879418019154	0.9418382534782642	0.17289546875090606
47	0.9653771760154739	0.9633499170812604	0.9756218905472637	0.5267175572519084	0.964444695674293	0.9506704980842912	0.9652981427174976	0.5196850393700787	0.9821125341775795	0.9962358845671268	0.9987357774968394	0.9850746268656716	0.9731984342580907	0.9729199852959196	0.9817323226046974	0.6804123711340206	0.9966494332225737	0.9964661490368836	0.9979197294868475	0.686047626451078	0.9246236039473665	0.9187396456588303	0.9463713191861466	0.0928242230192528
48	0.9653219121304227	0.9645107794361526	0.9728026533996683	0.549618320610687	0.9644941977978487	0.9540091500120395	0.9706977899180531	0.5317460317460317	0.9819686285796517	0.9942283563362609	0.9883691529709229	1.0	0.97315297456485	0.9737036126812484	0.9794537709847156	0.694300518134715	0.9966591437204502	0.9962557021593813	0.9970666382343534	0.6676470512023217	0.9245020587357204	0.9210654098335697	0.9395819150269576	0.20382016271742776
49	0.9655982315556784	0.9651741293532339	0.9737976782752902	0.5307888040712468	0.9640372048383227	0.9523124850227654	0.9649767327945138	0.521876647337902	0.982918405525975	0.9972396486825597	0.9962073324905183	0.9850746268656716	0.9733862520574885	0.9742583966658495	0.9803433689972629	0.6822880771881461	0.9966457205096998	0.9963499430934465	0.9973456810808341	0.7162826492537314	0.9251134427692611	0.9228667247053657	0.9421628746081906	0.11016709631637377
50	0.9650179607626416	0.966832504145937	0.9751243781094527	0.5343511450381679	0.9634683222802314	0.9565741857659831	0.968019680196802	0.5238095238095238	0.9826018132105339	0.9949811794228356	0.9949431099873578	0.9850746268656716	0.9729410088344257	0.97539975399754	0.9812967581047382	0.6839378238341969	0.9966493406118829	0.9966035837323951	0.9977618082951274	0.6893665785655058	0.9238455937277642	0.9262575979493085	0.9449806943900156	0.12411735281897093
51	0.9658377083908999	0.9693200663349917	0.975787728026534	0.5343511450381679	0.9644042189684142	0.9596032897919691	0.9692042374969204	0.5238095238095238	0.9829040149661822	0.9954830614805521	0.9946902654867257	0.9850746268656716	0.973566241189341	0.977213942603769	0.9817818817070127	0.6839378238341969	0.9966438843140394	0.9969717123810868	0.9975591671363075	0.6764725849917081	0.925634882811395	0.9317883978156823	0.9464228135605139	0.12411735281897093
52	0.965874550980934	0.9655058043117745	0.9751243781094527	0.5419847328244275	0.964524283636261	0.9564902102973168	0.968019680196802	0.528	0.9828320621672183	0.9929736511919699	0.9949431099873578	0.9850746268656716	0.9735921139851318	0.9743905442009357	0.9812967581047382	0.6875	0.996712051858157	0.9968254425980065	0.9975171279301783	0.6813132255389718	0.9257143388685505	0.9231436771181509	0.9449806943900156	0.15111628582252812
53	0.9662613981762918	0.9601990049751243	0.9706467661691542	0.5343511450381679	0.9645190882788794	0.9528415961305925	0.9645843580914905	0.5238095238095238	0.9834652467981004	0.9887076537013801	0.9916561314791403	0.9850746268656716	0.9739000320638427	0.9704433497536946	0.9779329260690687	0.6839378238341969	0.996811460504836	0.9964438158988628	0.9974518148447139	0.7180911847014926	0.9265646883458176	0.9110487540827246	0.9349331341840802	0.12411735281897093
54	0.9659758681035276	0.9623548922056385	0.9751243781094527	0.5419847328244275	0.9642675698560542	0.9556256062075654	0.969173859432799	0.528	0.9832781695207944	0.9889585947302384	0.9936788874841972	0.9850746268656716	0.9736800855005344	0.9720064126279443	0.9812734082397004	0.6875	0.9967658984385874	0.9967188079994356	0.9973523829832605	0.6940704031923715	0.9259404945238353	0.9158570893892796	0.9449063260794093	0.15111628582252812
55	0.9662337662337662	0.9620232172470978	0.9728026533996683	0.5267175572519084	0.9639806016860744	0.950143815915628	0.9635607728050868	0.5196850393700787	0.9840120880702259	0.9947302383939775	0.9962073324905183	0.9850746268656716	0.9738933515638352	0.9719259531690573	0.9796121332670313	0.6804123711340206	0.9968063801732554	0.996336813171643	0.9976353251184256	0.6536353389303482	0.9265133880176666	0.9156434443350527	0.9399850727757518	0.0928242230192528
56	0.9664548217739707	0.958374792703151	0.966832504145937	0.5114503816793893	0.9645820398487328	0.9407459867799811	0.9529553679131484	0.5116279069767442	0.9837098863145777	1.0	0.9987357774968394	0.9850746268656716	0.974052066857607	0.9694684344970199	0.9753086419753085	0.673469387755102	0.9967809170203793	0.981749408693358	0.9895046989474966	0.6092634483830845	0.9269892422332937	0.9084494165537312	0.9272517915452976	0.0028522265184344935
57	0.966141659758681	0.9656716417910448	0.9724709784411277	0.5419847328244275	0.9642897454709634	0.9638998035363457	0.9702159344750558	0.528	0.9835228090372715	0.9849435382685069	0.9883691529709229	0.9850746268656716	0.9738113218300728	0.9743080551073601	0.9792084168336673	0.6875	0.9968031028963324	0.9968265469839527	0.9973683456963124	0.7171378783167496	0.9263048967667973	0.9231033667381365	0.9388455431207309	0.15111628582252812
58	0.9667219305517177	0.963681592039801	0.9744610281923715	0.5419847328244275	0.9649769194934994	0.9583739045764362	0.9703043801039347	0.528	0.9837098863145777	0.9879548306148055	0.9914032869785082	0.9850746268656716	0.9742533617427617	0.9729395774125789	0.9807403701850926	0.6875	0.996884215131946	0.9966796636531245	0.9976076645393204	0.712257592247098	0.9275705762249719	0.9187531667555258	0.9433400598333049	0.15111628582252812
59	0.9660587639311043	0.9633499170812604	0.9734660033167496	0.5190839694656488	0.9639316986506112	0.9508864398658361	0.9645042839657283	0.515625	0.9837818391135416	0.9959849435382685	0.9962073324905183	0.9850746268656716	0.9737556174373803	0.9729133472239244	0.9800995024875622	0.676923076923077	0.996807906132308	0.996454737048774	0.9975087200889524	0.6790796019900497	0.9261286886713889	0.9187086274638622	0.9414367897296264	0.05455129181838618
60	0.9666206134291241	0.963681592039801	0.9728026533996683	0.5190839694656488	0.9643552071289586	0.9496179560649475	0.9624298609416931	0.515625	0.9842279464671175	0.9979924717691343	0.9974715549936789	0.9850746268656716	0.9741902401504146	0.9732044536889759	0.9796374472311895	0.676923076923077	0.9968593135349475	0.9966634659925822	0.9976722465081564	0.6899004975124379	0.9273585426149348	0.9196984063436205	0.940099279226487	0.05455129181838618
61	0.966850879616837	0.9656716417910448	0.9761194029850746	0.5302798982188295	0.9637663818465914	0.9560598744567842	0.9676073619631902	0.5216016859852476	0.9852496762124047	0.9937264742785445	0.9969658659924147	0.9850746268656716	0.9743896277636644	0.97452934662237	0.9820672478206726	0.6820530485704444	0.9968414129747468	0.9964551051774228	0.9977547408343869	0.6721429311774462	0.9278809474243509	0.9235772983270712	0.947306013194465	0.10808774511040475
62	0.9670258819194989	0.9585406301824212	0.9703150912106135	0.549618320610687	0.9641418551590096	0.9549330085261876	0.9684863523573201	0.532258064516129	0.9851201611742697	0.9836888331242158	0.9868520859671303	0.9850746268656716	0.9745181220283007	0.9690976514215079	0.9775829680651221	0.6910994764397906	0.9968569150469432	0.9961209670739601	0.9972127397072487	0.6620838515754561	0.9282577739139541	0.9070879418019154	0.9340288624834899	0.17519812313754454
63	0.9665469282490559	0.9626865671641791	0.9746268656716418	0.5419847328244275	0.9642726221695852	0.9530120481927711	0.9679960610536681	0.5275590551181102	0.984199165347532	0.9924717691342535	0.9941845764854614	1.0	0.974134001823154	0.972341733251383	0.9809155544468006	0.6907216494845361	0.9968844506171812	0.9964776837345425	0.9975584360196792	0.691967765339967	0.9271977924064211	0.9168684983454319	0.9438402341824008	0.1815831515997062
